open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1709362800000,129.3020,129.3920,128.0660,129.2920,578954,1709366399999,74517036.9430,69624,271923,35003676.9440,0
1709366400000,129.2920,130.8200,127.8800,129.9990,1488304,1709369999999,192730836.2240,153823,757646,98140954.5280,0
1709370000000,129.9980,130.7370,127.3870,128.6880,1476873,1709373599999,190181232.1890,154534,706738,91022786.1310,0
1709373600000,128.6890,129.6540,128.1020,128.3960,651445,1709377199999,83981059.2700,79047,290901,37501461.9070,0
1709377200000,128.3890,129.4660,128.3490,128.8850,536951,1709380799999,69236928.1040,67184,257585,33212088.9200,0
1709380800000,128.8850,130.4490,128.6230,129.9170,760375,1709384399999,98759541.3560,84427,369080,47934387.7830,0
1709384400000,129.9170,130.6000,128.9030,129.4060,799428,1709387999999,103759325.2320,90606,381672,49541074.5130,0
1709388000000,129.4230,129.5140,127.2000,128.5640,1803837,1709391599999,231300069.9610,176516,853949,109516910.9400,0
1709391600000,128.5640,128.9970,127.5460,128.0330,660687,1709395199999,84775447.1060,78280,310172,39801376.7500,0
1709395200000,128.0340,128.8610,127.6000,128.4500,568171,1709398799999,72887185.9280,68660,274039,35150360.1420,0
1709398800000,128.4500,128.9740,127.8820,128.0490,617818,1709402399999,79387077.3650,66608,303665,39014577.0330,0
1709402400000,128.0490,129.9000,127.9970,129.8390,565292,1709405999999,72916340.6670,62888,283572,36586908.6350,0
1709406000000,129.8390,130.9600,129.6270,130.8060,679178,1709409599999,88485326.3280,77938,359137,46791900.4670,0
1709409600000,130.8100,131.5790,128.5220,129.3730,1185805,1709413199999,153690006.6470,123312,588442,76256864.2730,0
1709413200000,129.3720,129.9200,128.5660,128.9490,364530,1709416799999,47128620.8430,50356,177004,22878162.9440,0
1709416800000,128.9480,129.5590,128.3330,128.4360,335148,1709420399999,43198352.3340,46697,166739,21495017.1850,0
1709420400000,128.4360,130.2950,128.3800,130.1840,521185,1709423999999,67533037.1370,60675,260033,33686440.1680,0
1709424000000,130.1840,130.5910,128.8170,128.9500,1126432,1709427599999,146211276.5970,118644,536798,69669591.5050,0
1709427600000,128.9500,130.9500,128.5200,130.2710,1015960,1709431199999,132079789.4670,105817,503258,65403598.2360,0
1709431200000,130.2710,130.4730,128.3500,129.3830,783106,1709434799999,101227548.1770,81823,363900,47029646.5140,0
1709434800000,129.3830,130.4830,129.1520,130.3260,547422,1709438399999,71228998.6950,53460,258046,33573755.7370,0
1709438400000,130.3260,130.7800,129.8000,130.4070,395240,1709441999999,51519116.8710,48669,192108,25043143.7820,0
1709442000000,130.4070,130.4990,129.4920,129.7990,430554,1709445599999,55934340.2760,52037,209008,27148451.1890,0
1709445600000,129.7990,130.4920,128.5370,129.2950,1187075,1709449199999,153571921.0010,106080,559475,72358832.3900,0
1709449200000,129.2890,129.6000,123.0530,126.8220,3285782,1709452799999,416397362.5410,307814,1447209,183499661.4270,0
1709452800000,126.8260,127.6050,125.2000,126.9370,1831613,1709456399999,231931317.7660,185920,904385,114542480.9700,0
1709456400000,126.9260,131.5030,126.6610,130.1060,2221698,1709459999999,288491550.2820,209257,1088364,141275045.5520,0
1709460000000,130.1060,130.6500,129.1030,129.2020,841921,1709463599999,109245724.1470,99401,428213,55561667.4850,0
1709463600000,129.2140,129.8920,128.7800,128.8500,617732,1709467199999,79864820.4970,69971,292088,37771881.4120,0
1709467200000,128.8450,129.3430,127.6190,128.4070,1558440,1709470799999,200206016.2020,163151,777211,99851805.5600,0
1709470800000,128.4070,129.1780,128.2030,128.8210,671332,1709474399999,86363998.6020,78126,321074,41308268.9820,0
1709474400000,128.8220,129.8230,128.2880,128.7690,920884,1709477999999,118860313.1400,103848,443742,57275763.8550,0
1709478000000,128.7680,129.7220,128.7410,129.4510,565170,1709481599999,73070090.3920,69654,275771,35654431.6220,0
1709481600000,129.4520,130.5460,128.8920,130.5410,1036900,1709485199999,134588909.3730,108746,517015,67127286.0070,0
1709485200000,130.5390,131.2380,129.8460,130.5490,962012,1709488799999,125683814.5130,109481,464749,60727681.7360,0
1709488800000,130.5490,131.3690,130.1060,130.7040,572439,1709492399999,74806152.5170,67926,293628,38373524.5730,0
1709492400000,130.7040,131.2000,130.0850,130.3170,447987,1709495999999,58511420.4330,55392,219941,28731528.9650,0
1709496000000,130.3170,130.6600,129.7530,129.8940,421086,1709499599999,54781806.7480,56456,212178,27602771.3740,0
1709499600000,129.8930,130.4800,129.5280,130.3810,317272,1709503199999,41266386.7580,39581,151669,19728305.0440,0
1709503200000,130.3820,132.3860,129.8880,131.1270,899040,1709506799999,117973900.0590,98476,443617,58196535.4720,0
1709506800000,131.1240,131.4740,129.7200,130.3040,641532,1709510399999,83748219.4000,81404,309101,40352941.2670,0
1709510400000,130.3040,133.3120,128.8110,131.0000,2487711,1709513999999,326753213.0700,233915,1210629,159074593.0670,0
1709514000000,131.0000,131.4980,129.6450,130.3720,983360,1709517599999,128490496.4920,119010,478183,62489166.7620,0
1709517600000,130.3720,130.6870,129.0330,130.3650,717136,1709521199999,93163073.0390,91653,337676,43881670.5670,0
1709521200000,130.3650,130.3970,128.5520,129.1210,738062,1709524799999,95346815.4820,81398,291666,37693973.5060,0
1709524800000,129.1210,130.0500,128.6370,129.7880,393876,1709528399999,50972322.2430,52383,201731,26103405.0810,0
1709528400000,129.7890,129.9550,128.8260,129.0370,439282,1709531999999,56855623.5040,53311,177753,23008880.6560,0
1709532000000,129.0360,129.4850,128.6520,129.3870,505119,1709535599999,65197385.0610,54584,253820,32764300.9830,0
1709535600000,129.3860,129.7880,128.8520,129.7390,504100,1709539199999,65198727.0460,65377,243242,31459365.3380,0
1709539200000,129.7390,132.5530,129.6200,132.1660,2100478,1709542799999,276309754.4440,208853,1067725,140452715.4920,0
1709542800000,132.1660,135.2190,131.0000,134.5020,1993951,1709546399999,265666921.9860,211806,991335,132142303.7600,0
1709546400000,134.5010,134.7000,130.5400,131.7730,2237600,1709549999999,296895386.4060,241891,981242,130192586.2490,0
1709550000000,131.7730,133.0980,130.8260,132.7730,1022947,1709553599999,135056827.6700,118767,499892,66029095.1710,0
1709553600000,132.7680,133.9240,131.8740,132.9030,899404,1709557199999,119683937.6540,113656,423084,56310394.0640,0
1709557200000,132.9020,133.5800,130.0800,130.8250,1300392,1709560799999,171934207.1990,155578,610762,80822637.2950,0
1709560800000,130.8250,132.6100,129.2650,131.9820,1889999,1709564399999,247929175.0780,187655,946451,124217449.0110,0
1709564400000,131.9780,133.2940,131.6860,131.8850,1196230,1709567999999,158346919.0850,121356,569121,75341306.1730,0
1709568000000,131.8880,132.2150,129.5340,129.7690,1423918,1709571599999,186090292.2280,144726,668117,87320426.6030,0
1709571600000,129.7710,130.9570,127.3000,127.5280,2369518,1709575199999,305808693.7880,245105,1138844,147060098.4810,0
1709575200000,127.5450,130.3320,127.5090,130.3180,1493284,1709578799999,192238092.7770,175417,724995,93337887.3760,0
1709578800000,130.3170,130.9000,129.0410,129.7100,1108159,1709582399999,144101301.5090,107206,565308,73514146.9720,0
1709582400000,129.7200,130.0410,129.0310,129.7330,755930,1709585999999,97869743.0880,77518,396459,51325716.7170,0
1709586000000,129.7320,130.6360,128.2500,130.6220,774374,1709589599999,100255335.2280,78556,384204,49765394.4470,0
1709589600000,130.6080,131.5000,129.8510,130.9560,581540,1709593199999,75967579.0340,59190,294270,38448930.3910,0
1709593200000,130.9540,133.6000,130.6830,133.4500,1939848,1709596799999,256693393.0010,170511,949170,125632842.7120,0
1709596800000,133.4450,133.5540,131.8010,132.0570,1165611,1709600399999,154782905.0950,117306,522441,69383633.3450,0
1709600400000,132.0560,133.1030,131.2820,132.5280,912378,1709603999999,120492191.4110,105209,452692,59780825.5480,0
1709604000000,132.5280,132.6900,129.1170,130.1510,1299963,1709607599999,169670063.7250,119555,609757,79603398.0920,0
1709607600000,130.1480,130.5680,129.4400,130.3100,642516,1709611199999,83479845.8490,73592,334793,43500222.8450,0
1709611200000,130.3090,132.5930,129.2000,130.0300,2031991,1709614799999,265891679.3740,205534,985130,128972449.4750,0
1709614800000,130.0290,133.1120,127.5750,132.9300,2553295,1709618399999,332686629.5040,232533,1256962,163906793.4280,0
1709618400000,132.9290,133.0390,131.2000,132.0590,815344,1709621999999,107638103.6390,96780,369761,48816647.7910,0
1709622000000,132.0600,132.3020,129.6000,129.6000,993022,1709625599999,129797927.4970,106754,462813,60489522.7060,0
1709625600000,129.6010,130.7730,129.1060,130.3500,978941,1709629199999,127312046.8810,112421,487674,63425093.4830,0
1709629200000,130.3490,130.8900,129.4710,130.3250,473217,1709632799999,61616119.8110,60435,218246,28414838.5640,0
1709632800000,130.3250,132.5000,130.3110,131.7310,916015,1709636399999,120545137.2630,97156,458211,60287803.7680,0
1709636400000,131.7310,132.4140,130.8850,130.9070,651072,1709639999999,85760288.0350,73467,299587,39459019.6510,0
1709640000000,130.9070,132.4200,130.9070,132.4000,576366,1709643599999,76065213.7040,67126,286593,37822585.0120,0
1709643600000,132.3960,133.2890,131.6100,132.8390,1177978,1709647199999,156249293.5430,121331,581584,77154568.6550,0
1709647200000,132.8340,138.8840,131.7590,137.2810,3705812,1709650799999,503545152.4020,368660,1827339,248297617.8540,0
1709650800000,137.2780,143.1430,134.6130,139.3710,7900497,1709654399999,1099794806.9110,733285,3804854,529904101.6410,0
1709654400000,139.3780,140.8320,131.0400,133.3100,7322671,1709657999999,985014958.4800,665404,3711928,499220178.0980,0
1709658000000,133.3130,135.8900,128.0000,135.2420,4351014,1709661599999,572189695.0400,425686,2088935,275035153.4290,0
1709661600000,135.2480,135.2830,130.4000,131.2780,1992339,1709665199999,264889994.7520,210380,883263,117487096.5310,0
1709665200000,131.2790,133.0420,103.9900,119.4170,8038946,1709668799999,984797714.3160,667161,3431602,422308278.2540,0
1709668800000,119.4000,123.8880,116.0090,118.3390,6427142,1709672399999,774612314.8350,682076,3102303,374124396.7520,0
1709672400000,118.3140,123.2100,118.2400,121.1760,3723851,1709675999999,453424346.4500,449505,1736125,211386199.4420,0
1709676000000,121.1810,122.0380,118.2750,121.9800,1584872,1709679599999,190374675.7970,182853,798497,95940229.9330,0
1709679600000,121.9720,127.4480,121.4530,125.3580,2050127,1709683199999,256530597.6500,221196,1033018,129293330.6860,0
1709683200000,125.3590,126.9220,123.4350,123.7380,1475861,1709686799999,185271234.3360,176441,694732,87241225.9160,0
1709686800000,123.7380,124.8850,121.8040,122.2510,1233661,1709690399999,152181028.4320,145566,583560,72027671.7640,0
1709690400000,122.2360,122.9390,120.0900,120.2030,1197211,1709693999999,145475460.4420,134572,574522,69831715.5910,0
1709694000000,120.2150,122.7800,120.1840,122.4700,804634,1709697599999,98137447.4670,97433,424472,51768850.7750,0
1709697600000,122.4700,126.2000,122.4340,126.0510,1057183,1709701199999,131183078.0490,112472,548332,68048550.8550,0
1709701200000,126.0460,129.8720,125.1000,129.6880,2227859,1709704799999,284332001.6740,257837,1166451,148932905.8680,0
1709704800000,129.7070,133.1800,129.3000,132.1640,2292228,1709708399999,301242402.9800,247568,1101024,144725694.4960,0
1709708400000,132.1630,133.4440,131.0030,133.3200,1450694,1709711999999,192026610.4730,150894,678633,89853059.9770,0
1709712000000,133.3220,135.1210,132.1110,132.4560,1965514,1709715599999,262599789.1550,210582,971004,129747667.6770,0
1709715600000,132.4570,133.0440,129.2800,129.5010,1603145,1709719199999,210492110.8920,173025,705412,92695258.0820,0
1709719200000,129.5010,131.3430,129.4980,130.8440,1000684,1709722799999,130959310.8830,118044,520076,68066476.6900,0
1709722800000,130.8450,132.8300,130.5770,132.0150,1036256,1709726399999,136645810.1740,124216,538252,70979307.6270,0
1709726400000,132.0290,132.3330,127.2000,128.3040,2058278,1709729999999,266682425.7940,230890,934176,121041041.1890,0
1709730000000,128.3050,129.0780,126.5000,128.0670,1825247,1709733599999,232801644.9140,224719,895334,114222753.3000,0
1709733600000,128.0770,129.6280,126.2630,127.2940,1482933,1709737199999,189948261.8410,178114,713378,91404601.7940,0
1709737200000,127.2900,128.9340,125.3000,128.3300,1477264,1709740799999,188041509.8530,182893,721231,91839458.1230,0
1709740800000,128.3340,129.7350,128.1030,129.4350,992446,1709744399999,127943866.0480,121022,483153,62282713.4370,0
1709744400000,129.4370,130.5000,128.4420,130.0840,772312,1709747999999,100012058.7160,91965,402231,52100991.7650,0
1709748000000,130.0840,130.4820,128.5610,130.3470,844493,1709751599999,109352751.1410,98360,400776,51902560.5630,0
1709751600000,130.3460,132.3040,129.5000,130.9370,1175510,1709755199999,154201888.3830,132005,582695,76466108.5870,0
1709755200000,130.9380,131.7500,130.1660,131.4560,636616,1709758799999,83387176.7050,81317,290292,38023999.9520,0
1709758800000,131.4560,132.5610,130.5930,132.3160,635417,1709762399999,83584991.2640,76514,309579,40731352.2950,0
1709762400000,132.3150,132.3160,130.3100,130.8030,586168,1709765999999,76997685.4780,61844,271749,35691839.9440,0
1709766000000,130.8040,132.2910,130.3650,130.9160,740160,1709769599999,97076808.7520,76336,354153,46452936.8420,0
1709769600000,130.9160,135.0960,130.6060,134.7580,1509163,1709773199999,200541007.0940,163060,788623,104856977.5200,0
1709773200000,134.7790,137.5960,132.5120,137.5140,2234434,1709776799999,300943053.8790,246417,1152935,155319723.8650,0
1709776800000,137.5280,141.3700,136.1470,141.2130,2736932,1709780399999,379212910.8790,296313,1358776,188337586.2200,0
1709780400000,141.2130,141.9670,138.0010,138.3850,2013628,1709783999999,281654601.7840,229472,997641,139565481.1390,0
1709784000000,138.3690,140.2380,137.6780,138.0930,1386353,1709787599999,192544275.1210,167088,668793,92870351.5480,0
1709787600000,138.0990,139.8910,136.2220,137.5320,1437001,1709791199999,198418633.5920,178329,677540,93570960.4060,0
1709791200000,137.5330,139.2490,136.2390,139.1760,1051497,1709794799999,144930453.9270,128450,509696,70259955.5560,0
1709794800000,139.1950,139.8000,137.4040,138.3570,902578,1709798399999,125213796.3800,114260,463604,64314185.9230,0
1709798400000,138.3670,141.4860,138.1760,141.0320,1290569,1709801999999,180620601.3060,148158,664885,93091686.3550,0
1709802000000,141.0320,141.8760,139.5780,139.9190,1146287,1709805599999,161456327.5480,132127,545990,76948936.0730,0
1709805600000,139.9190,140.9640,138.9050,138.9760,779688,1709809199999,109039966.5510,105124,406316,56836354.2910,0
1709809200000,138.9890,144.7060,138.3560,140.4200,3978683,1709812799999,564244187.8260,435470,2060290,292229155.8890,0
1709812800000,140.4190,143.6950,139.1590,142.8950,1757746,1709816399999,248990201.2800,205138,913757,129405336.6150,0
1709816400000,142.8920,145.3110,141.5750,144.8890,1806028,1709819999999,259550328.8580,213235,891794,128217213.6060,0
1709820000000,144.8850,149.4770,143.9460,148.2940,3817310,1709823599999,560174880.2250,450210,1968675,288995092.9110,0
1709823600000,148.2920,149.3000,145.3340,146.0600,2266475,1709827199999,333479502.6180,276710,1083734,159458103.9620,0
1709827200000,146.0640,147.7370,145.8210,147.4920,1095343,1709830799999,160886842.0810,157836,555013,81522552.6100,0
1709830800000,147.4910,147.6510,146.4210,146.8160,788623,1709834399999,115964800.1180,109316,384056,56469855.4590,0
1709834400000,146.8200,149.2200,145.3710,149.0650,1230875,1709837999999,181081881.5290,141863,624078,91858937.0590,0
1709838000000,149.0660,149.6310,147.3220,148.9120,1086514,1709841599999,161524025.7560,135806,507598,75476113.4210,0
1709841600000,148.9130,149.1560,146.6910,146.7820,1027257,1709845199999,152157371.3810,113554,492644,72980231.3110,0
1709845200000,146.7820,147.1470,144.4200,145.4780,1345175,1709848799999,195970051.2820,138147,638899,93086678.1010,0
1709848800000,145.4780,146.2790,144.5330,144.8920,589727,1709852399999,85735113.4030,62395,300587,43714574.3250,0
1709852400000,144.8910,145.6170,143.6260,143.9970,726603,1709855999999,105117106.2510,75652,359665,52053529.9960,0
1709856000000,143.9990,146.3400,143.9990,145.7410,749107,1709859599999,108809106.0950,86106,409801,59518777.5230,0
1709859600000,145.7410,146.7220,143.1010,144.8500,899196,1709863199999,130272771.4790,98205,420388,60931001.5070,0
1709863200000,144.8500,145.9000,144.6250,145.1530,456931,1709866799999,66399924.2870,58085,230984,33570498.0900,0
1709866800000,145.1530,145.3710,144.0630,144.4550,515538,1709870399999,74620682.1780,62985,242913,35159187.9230,0
1709870400000,144.4630,145.0180,143.2170,144.3760,534587,1709873999999,77023451.7790,67934,242420,34934952.9950,0
1709874000000,144.3760,144.6470,142.1360,142.9390,698507,1709877599999,100045863.5750,77900,308491,44185165.7340,0
1709877600000,142.9400,145.2890,142.3300,145.1560,713734,1709881199999,102742851.3620,84297,379065,54582870.8170,0
1709881200000,145.1540,145.7090,144.5340,144.6190,701107,1709884799999,101765856.5640,81984,335817,48756197.3220,0
1709884800000,144.6200,146.5880,144.4780,145.9290,563365,1709888399999,82048810.8120,69960,291360,42439801.2640,0
1709888400000,145.9250,146.7180,145.1310,145.4180,568883,1709891999999,83087868.5160,72115,260197,38012026.5480,0
1709892000000,145.4140,147.3000,145.3190,146.3140,626506,1709895599999,91802570.5450,78922,328073,48076424.6450,0
1709895600000,146.3130,149.4900,145.7000,149.1300,1120824,1709899199999,165506867.5090,124015,599408,88534258.4150,0
1709899200000,149.1300,150.1790,148.3860,149.1100,1380102,1709902799999,206269148.9780,157969,643426,96200729.8530,0
1709902800000,149.1230,150.1920,147.8950,149.1390,1127143,1709906399999,167991303.8280,136152,568596,84761514.4720,0
1709906400000,149.1370,152.9000,148.3000,151.8840,1956195,1709909999999,294326454.5150,229494,1027038,154544224.1900,0
1709910000000,151.8790,152.5470,141.5000,145.5490,5317433,1709913599999,785491940.7710,582110,2544608,376064797.3420,0
1709913600000,145.5360,148.9710,142.1760,148.5270,4082570,1709917199999,592412745.7360,460724,2046257,297016392.1280,0
1709917200000,148.5260,150.9380,146.7850,149.7540,1576876,1709920799999,234537356.1130,192390,789226,117402778.9200,0
1709920800000,149.7540,150.0710,147.6000,148.2480,729154,1709924399999,108580492.8490,98493,364768,54316335.0510,0
1709924400000,148.2490,148.4460,146.1560,147.9930,772942,1709927999999,113759045.7330,90738,361612,53232767.6240,0
1709928000000,147.9920,149.3190,146.2280,146.6650,887251,1709931599999,131097789.4680,98870,453164,66937376.0740,0
1709931600000,146.6640,147.1850,143.4850,144.3420,1024385,1709935199999,148608468.6550,119429,519403,75375718.5300,0
1709935200000,144.3410,145.2000,143.8030,144.2190,650827,1709938799999,94124605.1870,64505,348295,50372693.1560,0
1709938800000,144.2240,146.0000,143.8920,144.8790,518576,1709942399999,75219918.0550,62065,270533,39260163.4030,0
1709942400000,144.8800,147.1600,144.7030,146.3210,629492,1709945999999,91941834.7910,72058,292444,42709759.4370,0
1709946000000,146.3210,146.3880,144.6380,145.2450,540292,1709949599999,78580879.4240,61681,241995,35193703.5680,0
1709949600000,145.2470,146.7660,144.5800,146.4890,551599,1709953199999,80389690.3500,58165,264589,38563958.7460,0
1709953200000,146.5130,146.5520,145.5850,145.8610,376503,1709956799999,54988846.4130,42785,170945,24965527.6550,0
1709956800000,145.8610,147.2400,145.4500,147.0840,384708,1709960399999,56358614.0230,44347,185783,27219654.5890,0
1709960400000,147.0830,148.5140,146.4500,148.2210,511261,1709963999999,75353378.8800,60743,267216,39384424.6570,0
1709964000000,148.2200,149.3080,148.0590,148.9300,570708,1709967599999,84898048.8690,63853,273049,40618780.7880,0
1709967600000,148.9300,149.2000,148.1110,148.4570,456865,1709971199999,67941779.0260,49946,189519,28185862.7540,0
1709971200000,148.4580,148.8890,147.1810,147.4250,519369,1709974799999,76919801.2450,57475,225877,33453803.2270,0
1709974800000,147.4250,148.7020,146.8200,147.2500,515173,1709978399999,76084554.0180,58578,259165,38280669.4600,0
1709978400000,147.2530,147.5610,145.1350,146.9270,717180,1709981999999,104960289.2400,79880,352604,51605899.2830,0
1709982000000,146.9180,147.3680,146.1760,146.9660,296857,1709985599999,43602571.4690,36814,145176,21325535.0610,0
1709985600000,146.9670,147.0200,145.1310,146.1710,554159,1709989199999,80881370.0900,60487,239040,34882403.0350,0
1709989200000,146.1720,146.6640,145.5740,146.2930,378846,1709992799999,55357775.9300,40268,184675,26983330.8480,0
1709992800000,146.2930,146.9670,145.5740,146.3580,488455,1709996399999,71437540.2770,58014,237033,34669852.7180,0
1709996400000,146.3590,147.4270,146.0000,147.1580,436447,1709999999999,64043237.6680,48042,227451,33383838.2930,0
1710000000000,147.1480,147.4100,145.3400,145.6400,647295,1710003599999,94613336.8220,69749,326269,47687381.8970,0
1710003600000,145.6410,145.8990,143.5030,145.1290,1151650,1710007199999,166342547.7120,112453,576866,83299059.0060,0
1710007200000,145.1280,145.9390,144.6910,145.1200,391105,1710010799999,56857695.1630,47790,183412,26664415.2200,0
1710010800000,145.1200,145.9670,145.0510,145.4550,246777,1710014399999,35910292.6580,30526,122212,17783176.9070,0
1710014400000,145.4550,146.3000,145.4520,145.9930,280659,1710017999999,40959335.9340,31923,117706,17178115.8010,0
1710018000000,145.9930,146.2440,145.3240,146.1040,204862,1710021599999,29888147.9550,25537,91879,13405509.8170,0
1710021600000,146.1030,146.8790,145.0240,145.0620,359388,1710025199999,52502817.9270,39932,169440,24756522.8740,0
1710025200000,145.0620,145.2600,144.1230,144.4240,478604,1710028799999,69222605.5390,49737,250328,36206292.4080,0
1710028800000,144.4300,146.3120,143.8680,145.8850,677884,1710032399999,98552576.1670,75230,353958,51459149.8910,0
1710032400000,145.8850,147.3700,145.5420,147.2130,815087,1710035999999,119572584.5460,87729,375405,55071321.6370,0
1710036000000,147.2130,148.5800,146.7590,147.7050,666191,1710039599999,98443104.9060,71833,317859,46960405.5260,0
1710039600000,147.7060,147.8280,146.3620,146.8830,458227,1710043199999,67360143.9080,45996,225113,33091115.4370,0
1710043200000,146.8830,147.5000,146.7500,147.0200,387034,1710046799999,56971478.1750,42804,194552,28636098.3010,0
1710046800000,147.0160,148.4000,146.9030,147.7360,418714,1710050399999,61894248.8220,45041,219514,32450547.0020,0
1710050400000,147.7490,148.0260,147.1000,147.4000,320722,1710053999999,47324888.7140,39847,151472,22353949.7130,0
1710054000000,147.3990,148.7000,147.1340,148.4590,503115,1710057599999,74558151.3370,50553,249946,37036099.7760,0
1710057600000,148.4590,148.7000,147.7120,148.0620,382904,1710061199999,56736364.3890,42892,185538,27490733.2170,0
1710061200000,148.0620,148.1450,145.6160,146.4790,1144328,1710064799999,167774608.1730,106435,578791,84856611.1520,0
1710064800000,146.4900,147.9090,146.3060,146.9710,611526,1710068399999,89917341.2250,65370,306571,45079844.5240,0
1710068400000,146.9750,147.1690,144.9070,145.5450,818115,1710071999999,119172026.8870,76199,368819,53727278.4050,0
1710072000000,145.5450,145.9980,144.3500,145.5870,737222,1710075599999,107036518.2910,71838,369287,53623086.8380,0
1710075600000,145.5860,145.5990,144.0000,144.5540,667426,1710079199999,96624066.2840,66623,292183,42312211.8770,0
1710079200000,144.5480,144.8880,141.2970,144.0800,1690240,1710082799999,242038663.7220,157102,743134,106449853.8330,0
1710082800000,144.0810,144.1350,141.8500,143.0240,938220,1710086399999,134063015.1920,86597,468076,66883522.5490,0
1710086400000,143.0240,145.2430,142.8730,144.2000,694250,1710089999999,100209393.8270,78050,338858,48916275.7910,0
1710090000000,144.2000,145.4330,143.5050,144.4850,555541,1710093599999,80380028.6350,57046,266757,38601049.2320,0
1710093600000,144.4860,145.2170,143.9100,144.7910,385067,1710097199999,55658460.9950,44677,181015,26165443.0620,0
1710097200000,144.7970,145.4810,144.3500,145.2320,308706,1710100799999,44715810.3560,37045,139820,20253484.6490,0
1710100800000,145.2310,145.4070,144.2740,145.0140,291716,1710104399999,42238530.8010,33664,143987,20850782.9950,0
1710104400000,145.0150,145.1760,143.6870,143.8250,267627,1710107999999,38661514.0080,28307,112918,16314201.5950,0
1710108000000,143.8240,143.9080,140.5000,141.9210,1371141,1710111599999,194415128.3950,133995,590407,83709637.9460,0
1710111600000,141.9200,144.6110,141.8500,144.4970,797568,1710115199999,114289063.5990,80783,414265,59360545.9290,0
1710115200000,144.5010,144.6450,136.3710,140.4010,2452719,1710118799999,344539753.4370,244693,1100042,154530399.8330,0
