1633046400000,43799.49,48450.00,43260.01,48123.94,449491.768,1633132799999,20816747005.41754,4182441,237198.964,10983522889.38438,0
1633132800000,48123.93,48338.68,47410.00,47626.61,182565.988,1633219199999,8730132627.52512,2094016,91641.538,4382722276.41995,0
1633219200000,47626.62,49304.12,47071.26,48187.30,212410.375,1633305599999,10220431021.74645,2555217,108484.936,5221311705.00741,0
1633305600000,48187.99,49544.48,46885.29,49198.22,324424.837,1633391999999,15638433546.81931,3491003,163699.666,7893607987.33083,0
1633392000000,49199.78,51888.00,49009.21,51455.12,314043.813,1633478399999,15777204363.85077,3327967,163037.976,8195154460.39123,0
1633478400000,51460.22,56416.02,50410.00,55321.60,418731.748,1633564799999,22242398945.29027,4406727,217635.741,11565636546.33099,0
1633564800000,55327.45,55337.80,53374.34,53814.99,262974.545,1633651199999,14289443599.27620,3228490,129986.407,7064371239.00069,0
1633651200000,53814.99,56208.73,53647.30,53975.00,255210.035,1633737599999,13956986828.05278,3022362,124309.101,6799056207.49623,0
1633737600000,53974.99,55589.00,53656.66,54960.77,167495.393,1633823999999,9179243466.66163,2142375,82817.693,4539518213.85989,0
1633824000000,54960.79,56789.00,54101.00,54700.00,289072.818,1633910399999,15966267341.69028,3209899,141914.606,7841470781.07590,0
1633910400000,54700.00,57880.00,54458.00,57500.01,314868.050,1633996799999,17849826167.23144,3488893,158591.466,8991066910.61986,0
1633996800000,57500.01,57756.52,53750.00,56011.84,349147.775,1634083199999,19709191747.56351,3760362,169177.726,9555231702.42022,0
1634083200000,56011.83,57822.38,54271.24,57393.65,327714.318,1634169599999,18304667791.64031,3544345,163755.891,9150172604.31200,0
1634169600000,57393.65,58586.67,56800.00,57378.19,254719.751,1634255999999,14692446487.46952,3039506,127191.107,7338107346.09419,0
1634256000000,57377.12,63997.61,56900.00,61702.33,493366.513,1634342399999,29726367096.88279,5189976,250096.360,15071113500.61863,0
1634342400000,61702.33,62444.23,60220.00,60925.56,213251.899,1634428799999,13067491173.45850,2733733,102926.854,6308309773.50951,0
1634428800000,60925.56,61796.47,58850.00,61571.45,240132.514,1634515199999,14569391373.15171,2991800,117033.301,7104061882.03830,0
1634515200000,61571.45,62800.00,59897.61,62037.92,333278.481,1634601599999,20556521574.84721,3859785,160428.138,9896142972.34015,0
1634601600000,62037.92,64500.00,61300.00,64316.70,379243.718,1634687999999,23836964137.71631,4058114,186440.595,11722199698.29009,0
1634688000000,64314.75,67150.00,63518.81,66064.24,324737.868,1634774399999,21256679160.97886,3807997,163461.369,10700895988.07604,0
1634774400000,66064.25,66750.00,62000.00,62260.33,478610.458,1634860799999,30800550148.00219,5154202,228594.054,14714788401.44987,0
1634860800000,62260.33,63796.20,60011.90,60734.27,350359.527,1634947199999,21694368337.15083,3806113,168894.903,10459587326.76214,0
1634947200000,60734.28,61780.00,59622.00,61325.11,222553.478,1635033599999,13592218440.15612,2490240,108858.031,6650429687.93421,0
1635033600000,61325.09,61550.00,59504.46,60902.82,245816.821,1635119999999,14885043274.31098,2594160,120985.809,7326564923.14887,0
1635120000000,60902.82,63795.98,60701.00,63127.04,234201.100,1635206399999,14692569106.66627,2616705,118071.630,7407571081.30492,0
1635206400000,63129.25,63362.06,59838.05,60358.75,252256.924,1635292799999,15638312967.08455,2733730,119855.116,7433679519.31845,0
1635292800000,60358.74,61550.00,57865.00,58449.36,329112.396,1635379199999,19537339454.97683,3358588,157815.018,9370675789.47701,0
1635379200000,58449.36,62641.26,57550.00,60622.03,333323.116,1635465599999,20097525760.43563,3473122,165070.318,9956674240.54491,0
1635465600000,60622.02,63069.71,60222.00,62308.22,218355.773,1635551999999,13443682100.82851,2463370,107416.947,6613779694.26910,0
1635552000000,62308.21,62415.85,60631.23,61895.19,156041.523,1635638399999,9612679322.81911,1843670,76104.489,4688899644.69936,0
1635638400000,61895.19,62462.99,60008.00,61348.61,183599.524,1635724799999,11207623543.66440,1990247,89771.335,5480349726.70364,0
