open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1704067200000,108.770,110.760,108.580,110.560,35868.4,1704070799999,3944522.4880,17031,19529.4,2147819.9150,0
1704070800000,110.560,111.750,110.110,111.600,18802.1,1704074399999,2089338.0350,11277,8570.4,952417.9720,0
1704074400000,111.600,111.630,110.140,110.440,25020.3,1704077999999,2777473.8510,9542,7965.9,884276.1230,0
1704078000000,110.430,110.460,108.600,108.840,22153.0,1704081599999,2422847.8460,13499,10354.0,1131713.1690,0
1704081600000,108.830,109.590,107.730,108.870,33470.5,1704085199999,3634176.3510,18322,18116.9,1967418.1680,0
1704085200000,108.860,109.530,108.070,108.570,19778.1,1704088799999,2150474.1720,11008,9621.0,1045935.5150,0
1704088800000,108.560,109.530,108.480,109.190,18670.5,1704092399999,2036165.6800,10025,8784.4,957702.7060,0
1704092400000,109.190,109.810,109.140,109.750,15506.9,1704095999999,1697313.2040,9361,7853.5,859559.6140,0
1704096000000,109.730,110.390,109.390,109.920,18536.9,1704099599999,2037692.3080,9788,8307.1,913279.0300,0
1704099600000,109.910,110.350,109.650,110.130,13972.7,1704103199999,1537238.9430,8358,5724.0,629741.9370,0
1704103200000,110.120,110.460,109.940,110.380,14349.3,1704106799999,1582331.6430,8375,6990.8,770965.7530,0
1704106800000,110.370,110.800,110.060,110.750,10888.0,1704110399999,1202285.5550,7012,4812.0,531434.4990,0
1704110400000,110.760,111.730,110.400,111.390,16454.4,1704113999999,1828246.3820,10245,8029.4,892164.6880,0
1704114000000,111.400,111.900,110.900,111.240,18296.8,1704117599999,2036883.5060,10379,8439.0,939587.4070,0
1704117600000,111.230,111.670,110.570,110.710,18952.6,1704121199999,2106074.2740,10791,7753.5,861788.3700,0
1704121200000,110.710,112.980,110.030,112.550,41060.3,1704124799999,4570399.0630,20863,21588.8,2403477.5190,0
1704124800000,112.560,113.300,112.060,112.540,34118.5,1704128399999,3843888.3770,19901,15903.4,1791525.4330,0
1704128400000,112.530,113.040,111.960,112.800,15056.6,1704131999999,1693216.3500,9587,6735.1,757465.0200,0
1704132000000,112.790,114.130,112.790,113.710,31997.0,1704135599999,3635653.3480,18791,16397.9,1863573.7390,0
1704135600000,113.710,114.550,113.410,114.000,19105.7,1704139199999,2177863.3220,13423,9662.0,1101530.2180,0
1704139200000,113.990,114.750,113.470,114.310,27829.7,1704142799999,3174926.0870,16972,12576.5,1435473.5720,0
1704142800000,114.330,114.440,113.270,114.160,19936.8,1704146399999,2269562.3080,12336,9014.6,1026342.0070,0
1704146400000,114.160,115.100,113.540,114.710,21700.8,1704149999999,2483363.5860,12537,11125.6,1273318.9970,0
1704150000000,114.710,116.350,114.690,116.320,28336.4,1704153599999,3276030.5570,15870,15120.4,1748355.3260,0
1704153600000,116.320,118.330,115.700,118.230,61085.2,1704157199999,7135452.6370,33857,29280.4,3421971.2740,0
1704157200000,118.240,120.070,118.120,119.550,61621.3,1704160799999,7344457.9760,32363,27913.3,3326997.5140,0
1704160800000,119.540,119.990,118.280,119.530,53529.1,1704164399999,6379026.8730,23829,21668.8,2583396.6510,0
1704164400000,119.530,119.630,117.570,118.200,30725.3,1704167999999,3631779.0380,17070,13092.0,1547388.3670,0
1704168000000,118.210,118.970,117.420,117.710,35643.2,1704171599999,4209459.2170,16689,14878.1,1758563.9690,0
1704171600000,117.700,117.920,116.220,116.290,20094.8,1704175199999,2351883.1650,10714,7622.9,893175.7900,0
1704175200000,116.290,117.080,115.930,116.190,22681.5,1704178799999,2642872.1860,11713,12437.2,1449383.4690,0
1704178800000,116.170,116.600,115.790,116.110,13944.4,1704182399999,1620449.5320,8715,7057.4,820340.5540,0
1704182400000,116.110,119.040,115.960,118.170,45202.8,1704185999999,5330458.6760,24745,24867.1,2929885.8580,0
1704186000000,118.180,118.550,117.430,117.840,16202.7,1704189599999,1909627.4220,9790,6593.3,777364.7420,0
1704189600000,117.880,117.920,116.470,116.910,17784.0,1704193199999,2081878.5060,10240,8831.5,1033330.5050,0
1704193200000,116.900,117.090,115.360,116.260,19431.1,1704196799999,2257444.2930,11984,8402.1,976455.1830,0
1704196800000,116.270,116.840,115.280,115.390,25855.9,1704200399999,3002938.0470,13021,11096.1,1288844.9030,0
1704200400000,115.390,115.780,115.150,115.360,15212.9,1704203999999,1756122.7190,9183,6690.5,772411.2850,0
1704204000000,115.360,115.630,112.000,112.650,61051.4,1704207599999,6930103.3560,33615,24661.8,2799432.8860,0
1704207600000,112.650,113.400,111.630,112.770,34205.9,1704211199999,3852077.8400,20652,15850.9,1785452.7890,0
1704211200000,112.780,113.520,111.700,113.170,42499.3,1704214799999,4779644.2120,21715,20718.1,2330781.1580,0
1704214800000,113.170,113.180,111.220,112.010,29567.2,1704218399999,3311380.1620,17653,13587.1,1522182.5820,0
1704218400000,112.020,112.580,111.600,111.730,18577.5,1704221999999,2083142.3780,11133,9779.3,1096556.0740,0
1704222000000,111.730,112.370,111.030,111.760,22239.1,1704225599999,2483193.6210,13237,12739.6,1422836.5980,0
